Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
oct-20;Hombre;Latina;Menor de 25 años;Española;3722;Entrenadores y árbitros de actividades deportivas;5992;Bañistas-socorristas;;
oct-20;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;;;;;;
oct-20;Mujer;Retiro;Entre 26 y 35 años;Española;4422;Recepcionistas de hoteles;4210;Empleados de bibliotecas y archivos;4412;Recepcionistas (excepto de hoteles)
oct-20;Mujer;Tetuán;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;2933;Coreógrafos y bailarines;5220;Vendedores en tiendas y almacenes
oct-20;Mujer;San Blas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;2484;Diseñadores gráficos y multimedia;4424;Teleoperadores
oct-20;Hombre;Fuencarral-el Pardo;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos)
oct-20;Hombre;Hortaleza;Menor de 25 años;Española;3739;Otros técnicos y profesionales de apoyo de actividades culturales y artísticas;5825;Guías de turismo;;
oct-20;Hombre;Puente De Vallecas;Entre 46 y 55 años;Española;7622;Trabajadores de procesos de impresión;5833;Conserjes de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
oct-20;Mujer;Otro Municipio;Menor de 25 años;Española;5721;Cuidadores de niños en guarderías y centros educativos;;;;
oct-20;Mujer;Vicálvaro;Menor de 25 años;Española;2652;Profesionales de relaciones públicas;2652;Profesionales de relaciones públicas;2922;Periodistas
oct-20;Mujer;Otro Municipio;Menor de 25 años;Española;2240;Profesores de enseñanza primaria;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;;
oct-20;Hombre;Villaverde;Entre 26 y 35 años;Española;2511;Abogados;;;;
oct-20;Mujer;Latina;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;9811;Peones del transporte de mercancías y descargadores
oct-20;Mujer;Tetuán;Menor de 25 años;Española;5824;Azafatos de tierra;;;;
oct-20;Hombre;Carabanchel;Entre 46 y 55 años;Extracomunitaria;9602;Peones de la construcción de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;7221;Fontaneros
oct-20;Hombre;Carabanchel;Menor de 25 años;Española;;;;;;
oct-20;Mujer;Ciudad Lineal;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;;;;
oct-20;Mujer;Fuencarral-el Pardo;Entre 36 y 45 años;Española;5500;Cajeros y taquilleros (excepto bancos);3613;Asistentes de dirección y administrativos;5220;Vendedores en tiendas y almacenes
oct-20;Hombre;Villaverde;Menor de 25 años;Española;9820;Reponedores;9811;Peones del transporte de mercancías y descargadores;;
oct-20;Mujer;Carabanchel;Entre 36 y 45 años;Comunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles)
oct-20;Mujer;Arganzuela;Menor de 25 años;Española;;;;;;
oct-20;Mujer;Latina;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9820;Reponedores;5120;Camareros asalariados
oct-20;Hombre;Arganzuela;Menor de 25 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;5992;Bañistas-socorristas;5220;Vendedores en tiendas y almacenes
oct-20;Mujer;Hortaleza;Menor de 25 años;Extracomunitaria;5420;Operadores de telemarketing;;;;
oct-20;Hombre;Ciudad Lineal;Menor de 25 años;Española;;;;;;
oct-20;Hombre;Barajas;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;3722;Entrenadores y árbitros de actividades deportivas;5992;Bañistas-socorristas
oct-20;Hombre;Otro Municipio;Entre 46 y 55 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;3124;Técnicos en electrónica (excepto electromedicina);3811;Técnicos en operaciones de sistemas informáticos
oct-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2823;Psicólogos;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
oct-20;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos);5710;Trabajadores de los cuidados personales a domicilio
oct-20;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;9820;Reponedores
oct-20;Mujer;Villaverde;Entre 26 y 35 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;3831;Técnicos de grabación audiovisual;;
oct-20;Mujer;Latina;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);4412;Recepcionistas (excepto de hoteles)
oct-20;Mujer;Chamberí;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
oct-20;Mujer;Otro Municipio;Entre 56 y 65 años;Española;5710;Trabajadores de los cuidados personales a domicilio;5622;Técnicos de emergencias sanitarias;;
oct-20;Mujer;Latina;Entre 26 y 35 años;Española;2159;Profesionales de la salud no clasificados bajo otros epígrafes;;;;
oct-20;Hombre;Arganzuela;Entre 46 y 55 años;Española;7531;Mecánicos y reparadores de equipos electrónicos;;;;
oct-20;Mujer;San Blas;Entre 56 y 65 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;;;
oct-20;Mujer;Hortaleza;Menor de 25 años;Española;9310;Ayudantes de cocina;5220;Vendedores en tiendas y almacenes;9820;Reponedores
oct-20;Mujer;Otro Municipio;Menor de 25 años;Española;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes
oct-20;Mujer;Moratalaz;Menor de 25 años;Española;3713;Profesionales de apoyo al trabajo y a la educación social;5220;Vendedores en tiendas y almacenes;4411;Empleados de información al usuario
oct-20;Mujer;Usera;Menor de 25 años;Española;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes;;
oct-20;Hombre;Arganzuela;Menor de 25 años;Española;3723;Instructores de actividades deportivas;5220;Vendedores en tiendas y almacenes;;
oct-20;Hombre;Latina;Menor de 25 años;Española;4411;Empleados de información al usuario;;;;
oct-20;Mujer;Arganzuela;Menor de 25 años;Española;4412;Recepcionistas (excepto de hoteles);;;;
oct-20;Mujer;Villa De Vallecas;Entre 36 y 45 años;Española;;;;;;
oct-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;;;;;;
oct-20;Mujer;Carabanchel;Entre 26 y 35 años;Española;4111;Empleados de contabilidad;3613;Asistentes de dirección y administrativos;2611;Especialistas en contabilidad
oct-20;Mujer;Usera;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
oct-20;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
oct-20;Mujer;Arganzuela;Menor de 25 años;Española;;;2936;Locutores de radio, televisión y otros presentadores;2934;Directores de cine, de teatro y afines
oct-20;Mujer;Hortaleza;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
oct-20;Hombre;Centro;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes
oct-20;Mujer;Usera;Menor de 25 años;Española;5992;Bañistas-socorristas;;;;
oct-20;Mujer;Otro Municipio;Menor de 25 años;Española;;;;;;
oct-20;Hombre;Vicálvaro;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;9310;Ayudantes de cocina;;
oct-20;Mujer;Carabanchel;Menor de 25 años;Española;;;;;;
oct-20;Hombre;Vicálvaro;Menor de 25 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
oct-20;Mujer;Usera;Menor de 25 años;Española;5992;Bañistas-socorristas;9320;Preparadores de comidas rápidas;;
oct-20;Hombre;Carabanchel;Entre 46 y 55 años;Extracomunitaria;9602;Peones de la construcción de edificios;7121;Albañiles;7401;Mecánicos y ajustadores de vehículos de motor
oct-20;Hombre;Otro Municipio;Menor de 25 años;Extracomunitaria;9310;Ayudantes de cocina;9811;Peones del transporte de mercancías y descargadores;7703;Panaderos, pasteleros y confiteros
oct-20;Hombre;Fuencarral-el Pardo;Menor de 25 años;Española;2152;Fisioterapeutas;;;;
oct-20;Hombre;Carabanchel;Entre 46 y 55 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9700;Peones de las industrias manufactureras;7191;Mantenedores de edificios
oct-20;Mujer;Carabanchel;Menor de 25 años;Española;;;;;;
oct-20;Hombre;Latina;Entre 26 y 35 años;Extracomunitaria;7121;Albañiles;9310;Ayudantes de cocina;;
oct-20;Mujer;Villa De Vallecas;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes;;
oct-20;Mujer;Villa De Vallecas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;4424;Teleoperadores;3724;Monitores de actividades recreativas y de entretenimiento
oct-20;Mujer;Puente De Vallecas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);;
oct-20;Mujer;Fuencarral-el Pardo;Entre 46 y 55 años;Española;8170;Operadores de máquinas de lavandería y tintorería;9229;Otro personal de limpieza;9310;Ayudantes de cocina
oct-20;Mujer;Chamartín;Entre 26 y 35 años;Española;2252;Técnicos en educación infantil;4112;Empleados de control de personal y nóminas;5833;Conserjes de edificios
oct-20;Hombre;Vicálvaro;Entre 56 y 65 años;Extracomunitaria;4424;Teleoperadores;5721;Cuidadores de niños en guarderías y centros educativos;5833;Conserjes de edificios
oct-20;Mujer;Vicálvaro;Entre 26 y 35 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes;2912;Bibliotecarios, documentalistas y afines
oct-20;Hombre;Moratalaz;Entre 46 y 55 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;2923;Filólogos, intérpretes y traductores;5833;Conserjes de edificios
oct-20;Mujer;Carabanchel;Entre 36 y 45 años;Española;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;5420;Operadores de telemarketing
oct-20;Mujer;Tetuán;Entre 56 y 65 años;Española;2821;Sociólogos, geógrafos, antropólogos, arqueólogos y afines;2651;Profesionales de la publicidad y la comercialización;4424;Teleoperadores
oct-20;Mujer;Vicálvaro;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;5629;Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes;4301;Grabadores de datos
oct-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;5120;Camareros asalariados
oct-20;Mujer;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;5500;Cajeros y taquilleros (excepto bancos);4412;Recepcionistas (excepto de hoteles)
oct-20;Hombre;Ciudad Lineal;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
oct-20;Mujer;Villaverde;Menor de 25 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
oct-20;Hombre;Otro Municipio;Entre 46 y 55 años;Española;2652;Profesionales de relaciones públicas;1327;Directores de sucursales de bancos, de servicios financieros y de seguros;;
oct-20;Mujer;Arganzuela;Menor de 25 años;Española;2823;Psicólogos;;;;
oct-20;Mujer;Centro;Entre 46 y 55 años;Española;9310;Ayudantes de cocina;5710;Trabajadores de los cuidados personales a domicilio;9310;Ayudantes de cocina
oct-20;Mujer;Centro;Entre 26 y 35 años;Española;2454;Ingenieros geógrafos y cartógrafos;3127;Técnicos y analistas de laboratorio en química industrial;;
oct-20;Hombre;Tetuán;Entre 26 y 35 años;Extracomunitaria;2823;Psicólogos;3613;Asistentes de dirección y administrativos;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
oct-20;Hombre;Otro Municipio;Menor de 25 años;Española;3131;Técnicos en instalaciones de producción de energía;2461;Ingenieros técnicos industriales y de producción;;
oct-20;Mujer;Moratalaz;Entre 46 y 55 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;5611;Auxiliares de enfermería hospitalaria;;
oct-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;3723;Instructores de actividades deportivas
oct-20;Hombre;Ciudad Lineal;Menor de 25 años;Española;3723;Instructores de actividades deportivas;9811;Peones del transporte de mercancías y descargadores;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines
oct-20;Mujer;Tetuán;Entre 26 y 35 años;Comunitaria;2230;Profesores de enseñanza secundaria (excepto materias específicas de formación profesional);2322;Profesores de enseñanza no reglada de idiomas;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
oct-20;Mujer;Hortaleza;Menor de 25 años;Española;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;9820;Reponedores
oct-20;Hombre;Villaverde;Entre 26 y 35 años;Extracomunitaria;7510;Electricistas de la construcción y afines;9602;Peones de la construcción de edificios;;
oct-20;Mujer;Chamartín;Entre 56 y 65 años;Extracomunitaria;;;;;;
oct-20;Mujer;Otro Municipio;Entre 26 y 35 años;Española;2824;Profesionales del trabajo y la educación social;;;;
oct-20;Mujer;Latina;Entre 26 y 35 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;4123;Empleados de logística y transporte de pasajeros y mercancías;4445;Cobradores de facturas, deudas y empleados afines
oct-20;Mujer;Puente De Vallecas;Menor de 25 años;Española;9320;Preparadores de comidas rápidas;;;;
oct-20;Mujer;Fuencarral-el Pardo;Entre 26 y 35 años;Extracomunitaria;9100;Empleados domésticos;9310;Ayudantes de cocina;5500;Cajeros y taquilleros (excepto bancos)
oct-20;Hombre;Barajas;Menor de 25 años;Española;;;;;;
oct-20;Mujer;Latina;Entre 26 y 35 años;Comunitaria;5220;Vendedores en tiendas y almacenes;9820;Reponedores;;
oct-20;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios
oct-20;Mujer;Centro;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-20;Hombre;Ciudad Lineal;Menor de 25 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes
oct-20;Mujer;San Blas;Entre 26 y 35 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;9811;Peones del transporte de mercancías y descargadores;5220;Vendedores en tiendas y almacenes
oct-20;Hombre;Tetuán;Entre 36 y 45 años;Extracomunitaria;9820;Reponedores;9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas
oct-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes;4411;Empleados de información al usuario
oct-20;Mujer;Arganzuela;Entre 56 y 65 años;Española;4412;Recepcionistas (excepto de hoteles);3510;Agentes y representantes comerciales;4411;Empleados de información al usuario
oct-20;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio
oct-20;Mujer;Ciudad Lineal;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);4412;Recepcionistas (excepto de hoteles)
oct-20;Mujer;Carabanchel;Menor de 25 años;Española;3613;Asistentes de dirección y administrativos;;;;
oct-20;Mujer;Centro;Entre 46 y 55 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;4301;Grabadores de datos;7831;Sastres, modistos, peleteros y sombrereros
oct-20;Mujer;Usera;Entre 26 y 35 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;;;;
oct-20;Mujer;Hortaleza;Menor de 25 años;Española;3613;Asistentes de dirección y administrativos;;;;
oct-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;;;;
oct-20;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;3724;Monitores de actividades recreativas y de entretenimiento;2322;Profesores de enseñanza no reglada de idiomas;5722;Cuidadores de niños en domicilios
oct-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;;;;
oct-20;Hombre;Villaverde;Entre 36 y 45 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;8333;Operadores de carretillas elevadoras;9811;Peones del transporte de mercancías y descargadores
oct-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);9310;Ayudantes de cocina
oct-20;Mujer;Moratalaz;Entre 36 y 45 años;Extracomunitaria;9310;Ayudantes de cocina;5710;Trabajadores de los cuidados personales a domicilio;7295;Personal de limpieza de fachadas de edificios y chimeneas
oct-20;Hombre;Chamartín;Entre 46 y 55 años;Española;3122;Técnicos en construcción;;;;
oct-20;Mujer;Hortaleza;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;3613;Asistentes de dirección y administrativos;5811;Peluqueros
oct-20;Mujer;Retiro;Entre 46 y 55 años;Española;1501;Directores y gerentes de empresas de actividades recreativas, culturales y deportivas;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;3532;Organizadores de conferencias y eventos
oct-20;Hombre;Usera;Entre 46 y 55 años;Española;9310;Ayudantes de cocina;8412;Conductores asalariados de automóviles, taxis y furgonetas;7121;Albañiles
oct-20;Hombre;Ciudad Lineal;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;2652;Profesionales de relaciones públicas;2922;Periodistas
oct-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4123;Empleados de logística y transporte de pasajeros y mercancías;4412;Recepcionistas (excepto de hoteles)
oct-20;Hombre;San Blas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9820;Reponedores;;
oct-20;Mujer;Arganzuela;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;2630;Técnicos de empresas y actividades turísticas;2825;Agentes de igualdad de oportunidades entre mujeres y hombres
oct-20;Mujer;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9310;Ayudantes de cocina
oct-20;Mujer;Arganzuela;Entre 36 y 45 años;Española;5611;Auxiliares de enfermería hospitalaria;2252;Técnicos en educación infantil;3613;Asistentes de dirección y administrativos
oct-20;Mujer;Carabanchel;Entre 36 y 45 años;Española;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9229;Otro personal de limpieza
oct-20;Mujer;Hortaleza;Entre 36 y 45 años;Extracomunitaria;9820;Reponedores;5811;Peluqueros;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-20;Hombre;Carabanchel;Entre 26 y 35 años;Extracomunitaria;3127;Técnicos y analistas de laboratorio en química industrial;3160;Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías;7294;Montadores-instaladores de placas de energía solar
oct-20;Hombre;Puente De Vallecas;Entre 26 y 35 años;Española;4111;Empleados de contabilidad;3613;Asistentes de dirección y administrativos;2611;Especialistas en contabilidad
oct-20;Hombre;Otro Municipio;Menor de 25 años;Española;;;;;;
oct-20;Mujer;Retiro;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;4424;Teleoperadores;5710;Trabajadores de los cuidados personales a domicilio
oct-20;Mujer;Otro Municipio;Entre 56 y 65 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4411;Empleados de información al usuario;5833;Conserjes de edificios
oct-20;Mujer;Otro Municipio;Entre 26 y 35 años;Española;2152;Fisioterapeutas;5992;Bañistas-socorristas;;
oct-20;Hombre;Latina;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;9310;Ayudantes de cocina;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
oct-20;Mujer;Ciudad Lineal;Entre 46 y 55 años;Española;;;;;;
oct-20;Mujer;Vicálvaro;Entre 26 y 35 años;Extracomunitaria;2431;Ingenieros industriales y de producción;2621;Analistas de gestión y organización;4123;Empleados de logística y transporte de pasajeros y mercancías
oct-20;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;4221;Empleados de servicios de correos (excepto empleados de mostrador);;;;
oct-20;Mujer;Moratalaz;Entre 26 y 35 años;Española;2824;Profesionales del trabajo y la educación social;3715;Animadores comunitarios;;
oct-20;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
oct-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;5500;Cajeros y taquilleros (excepto bancos);4424;Teleoperadores;4411;Empleados de información al usuario
oct-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;4424;Teleoperadores;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos)
oct-20;Mujer;Latina;Menor de 25 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes;;
oct-20;Hombre;Vicálvaro;Entre 46 y 55 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;9431;Ordenanzas;4411;Empleados de información al usuario
oct-20;Mujer;Otro Municipio;Entre 26 y 35 años;Española;2624;Especialistas en políticas y servicios de personal y afines;3613;Asistentes de dirección y administrativos;4112;Empleados de control de personal y nóminas
oct-20;Hombre;Latina;Entre 46 y 55 años;Española;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores;8193;Operadores de máquinas de embalaje, embotellamiento y etiquetado
oct-20;Mujer;Puente De Vallecas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);;
oct-20;Mujer;Carabanchel;Entre 26 y 35 años;Extracomunitaria;4423;Telefonistas;9811;Peones del transporte de mercancías y descargadores;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
oct-20;Mujer;Barajas;Menor de 25 años;Española;3831;Técnicos de grabación audiovisual;3831;Técnicos de grabación audiovisual;3532;Organizadores de conferencias y eventos
oct-20;Mujer;Tetuán;Menor de 25 años;Comunitaria;5220;Vendedores en tiendas y almacenes;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos)
oct-20;Mujer;Retiro;Entre 26 y 35 años;Española;;;;;;
oct-20;Mujer;Latina;Menor de 25 años;Española;;;;;;
oct-20;Mujer;Centro;Entre 36 y 45 años;Española;4412;Recepcionistas (excepto de hoteles);4424;Teleoperadores;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
oct-20;Mujer;Carabanchel;Menor de 25 años;Española;3613;Asistentes de dirección y administrativos;;;;
oct-20;Mujer;Latina;Menor de 25 años;Española;3722;Entrenadores y árbitros de actividades deportivas;3724;Monitores de actividades recreativas y de entretenimiento;;
oct-20;Mujer;Tetuán;Menor de 25 años;Española;;;;;;
oct-20;Mujer;Villa De Vallecas;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;;;;
oct-20;Hombre;Carabanchel;Menor de 25 años;Extracomunitaria;;;;;;
oct-20;Mujer;Latina;Menor de 25 años;Española;;;;;;
oct-20;Hombre;Carabanchel;Menor de 25 años;Española;;;;;;
oct-20;Mujer;Fuencarral-el Pardo;Menor de 25 años;Española;;;;;;
oct-20;Mujer;Fuencarral-el Pardo;Menor de 25 años;Española;5824;Azafatos de tierra;5220;Vendedores en tiendas y almacenes;4121;Empleados de control de abastecimientos e inventario
oct-20;Mujer;Carabanchel;Menor de 25 años;Española;5120;Camareros asalariados;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes
oct-20;Hombre;Moncloa-aravaca;Menor de 25 años;Española;2152;Fisioterapeutas;;;;
oct-20;Mujer;Carabanchel;Entre 26 y 35 años;Española;5825;Guías de turismo;5220;Vendedores en tiendas y almacenes;5812;Especialistas en tratamientos de estética, bienestar y afines
oct-20;Hombre;Otro Municipio;Entre 36 y 45 años;Española;3129;Otros técnicos de las ciencias físicas, químicas, medioambientales y de las ingenierías;3326;Técnicos en prevención de riesgos laborales y salud ambiental;3127;Técnicos y analistas de laboratorio en química industrial
oct-20;Mujer;Otro Municipio;Menor de 25 años;Española;;;;;;
oct-20;Mujer;Hortaleza;Menor de 25 años;Española;4421;Empleados de agencias de viajes;3532;Organizadores de conferencias y eventos;5824;Azafatos de tierra
oct-20;Mujer;Chamartín;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles);;
oct-20;Mujer;Otro Municipio;Menor de 25 años;Española;3731;Fotógrafos;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-20;Hombre;Fuencarral-el Pardo;Menor de 25 años;Española;;;;;;
oct-20;Mujer;Hortaleza;Menor de 25 años;Española;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados
oct-20;Hombre;Otro Municipio;Entre 36 y 45 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;5992;Bañistas-socorristas;;
oct-20;Hombre;Otro Municipio;Entre 36 y 45 años;Española;3522;Agentes de compras;4111;Empleados de contabilidad;3613;Asistentes de dirección y administrativos
oct-20;Hombre;Hortaleza;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;4411;Empleados de información al usuario;;
oct-20;Mujer;Tetuán;Menor de 25 años;Española;;;;;;
oct-20;Hombre;Moncloa-aravaca;Entre 26 y 35 años;Española;3510;Agentes y representantes comerciales;5220;Vendedores en tiendas y almacenes;9229;Otro personal de limpieza
oct-20;Mujer;San Blas;Entre 36 y 45 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9820;Reponedores;9700;Peones de las industrias manufactureras
oct-20;Mujer;Carabanchel;Entre 36 y 45 años;Española;5611;Auxiliares de enfermería hospitalaria;5611;Auxiliares de enfermería hospitalaria;5612;Auxiliares de enfermería de atención primaria
oct-20;Mujer;Villaverde;Entre 26 y 35 años;Española;2153;Dietistas y nutricionistas;3160;Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
oct-20;Hombre;Tetuán;Entre 46 y 55 años;Española;8420;Conductores de autobuses y tranvías;8412;Conductores asalariados de automóviles, taxis y furgonetas;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
