Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2020S016885;24/11/2020;12:30;AVDA. MENENDEZ PELAYO;67;RETIRO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 70 A 74 AÑOS;Mujer;02
2020S016881;24/11/2020;11:45;CALL. RECOLETOS;19;SALAMANCA;Otro;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Hombre;
2020S016954;24/11/2020;8:40;CALL. PORTICO DE LA GLORIA / RONDA. COMUNICACION;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07
2020S017046;25/11/2020;18:40;AVDA. VENTISQUERO DE LA CONDESA;2;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;02
2020S017058;26/11/2020;17:02;CALL. ARQUITECTO LOPEZ OTERO;2;MONCLOA-ARAVACA;Caída;Lluvia débil;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;02
2020S017043;26/11/2020;12:00;CALL. SAN BERNARDO;13;CENTRO;Caída;Lluvia débil;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;01
2020S017125;26/11/2020;7:49;CALL. LOPEZ DE HOYOS / CALL. CARTAGENA;-;CHAMARTÍN;Colisión frontal;Lluvia débil;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;07
2020S017200;27/11/2020;23:20;PASEO. REINA CRISTINA;21;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;02
2020S017245;28/11/2020;15:38;CALL. VIA LUSITANA;1;CARABANCHEL;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07
2020S017291;28/11/2020;13:20;AVDA. FRANCISCO JAVIER SAENZ DE OIZA;4;HORTALEZA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07
2020S017992;28/11/2020;10:40;PQUE. MADRID RIO, +00300E,    P.K3.00;-;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;03
2020S017402;29/11/2020;14:45;CALL. DUQUE DE FERNAN NUÑEZ / PASEO. VENEZUELA;-;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;DESCONOCIDA;;
2020S017402;29/11/2020;14:45;CALL. DUQUE DE FERNAN NUÑEZ / PASEO. VENEZUELA;-;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 0 A 5 AÑOS;Mujer;07
2020S017334;29/11/2020;12:30;RONDA. ATOCHA;5;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;01
2020S017408;29/11/2020;11:20;CALL. BRAOJOS;10;FUENCARRAL-EL PARDO;Caída;Se desconoce;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S017338;29/11/2020;10:35;CMNO. LA MUÑOZA;7;BARAJAS;Caída;Lluvia débil;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S017337;29/11/2020;9:40;PASEO. CASTELLANA;298;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;05
2020S017288;29/11/2020;9:30;AVDA. LUIS ARAGONES, 4 (FAROLA 83);-;SAN BLAS-CANILLEJAS;Colisión lateral;Nublado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;02
2020S017288;29/11/2020;9:30;AVDA. LUIS ARAGONES, 4 (FAROLA 83);-;SAN BLAS-CANILLEJAS;Colisión lateral;Nublado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S017288;29/11/2020;9:30;AVDA. LUIS ARAGONES, 4 (FAROLA 83);-;SAN BLAS-CANILLEJAS;Colisión lateral;Nublado;Bicicleta;Conductor;DESCONOCIDA;;
2020S017356;29/11/2020;9:15;PASEO. FERNAN NUÑEZ;1;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;07
2020S017356;29/11/2020;9:15;PASEO. FERNAN NUÑEZ;1;RETIRO;Caída;Despejado;Bicicleta;Peatón;DE 40 A 44 AÑOS;Hombre;14
2020S017368;30/11/2020;17:25;CALL. ALCALA;213;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;03
2020S017371;30/11/2020;15:30;CALL. DOCTOR SANTERO;1;TETUÁN;Otro;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Mujer;01
2020S017346;30/11/2020;11:15;CALL. CONVENIO / CALL. FELISA MENDEZ;-;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;06
2020S017476;01/12/2020;16:55;CALL. SERRANO;70;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;06
2020S017547;02/12/2020;21:40;PASEO. CASTELLANA / PLAZA. COLON;-;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S017579;02/12/2020;19:15;CALL. LOPEZ DE HOYOS / CALL. PRINCIPE DE VERGARA;-;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Mujer;06
2020S018219;02/12/2020;8:05;CALL. SEGOVIA / RONDA. SEGOVIA;-;CENTRO;Colisión lateral;Nublado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;07
2020S017589;03/12/2020;23:43;CALL. MAJUELO / CALL. ESPERANZA;-;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DESCONOCIDA;;
2020S017589;03/12/2020;23:43;CALL. MAJUELO / CALL. ESPERANZA;-;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DESCONOCIDA;;
2020S017580;03/12/2020;20:15;PASEO. YESERIAS;41;ARGANZUELA;Atropello a persona;Nublado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;01
2020S017580;03/12/2020;20:15;PASEO. YESERIAS;41;ARGANZUELA;Atropello a persona;Nublado;Bicicleta;Peatón;DE 21 A 24 AÑOS;Mujer;01
2020S017543;03/12/2020;13:20;CALL. BASCUÑUELOS / CALL. PIÑUECAR;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 70 A 74 AÑOS;Hombre;07
2020S017711;04/12/2020;20:45;PLAZA. LIMA / AVDA. CONCHA ESPINA;-;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S017806;05/12/2020;18:30;CALL. HERCE;29;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;02
2020S017770;05/12/2020;13:50;CTRA. PALACIO DE LA REAL QUINTA / CENTR. DEPORTIVO SOMONTES;-;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;06
2020S017766;05/12/2020;13:30;CALL. DIVINO PASTOR / CALL. RUIZ;-;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S017820;06/12/2020;22:45;CALL. BRAVO MURILLO / CALL. AVILA;-;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;03
2020S017867;07/12/2020;14:40;AVDA. DAROCA;91;CIUDAD LINEAL;Caída;Nublado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07
2020S018315;07/12/2020;14:30;CUSTA. SAN VICENTE / PLAZA. ESPAÑA;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;02
2020S018318;08/12/2020;13:00;CUSTA. SAN VICENTE / CALL. CADARSO;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S017931;08/12/2020;0:15;CALL. AERONAVE / CALL. AUTOGIRO;-;BARAJAS;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07
2020S018146;09/12/2020;19:54;CALL. ALBERTO DE PALACIO / JDIN. FRANCISCO JAVIER SAENZ DE OIZA;-;HORTALEZA;Alcance;Se desconoce;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;05
2020S018072;09/12/2020;14:50;AVDA. LLANO CASTELLANO / AVDA. CARDENAL HERRERA ORIA;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S017995;09/12/2020;10:00;CALL. ALBERTO AGUILERA;39;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;06
2020S018081;10/12/2020;18:35;PASEO. ARTILLEROS;2;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;03
2020S018158;11/12/2020;18:20;CALL. AVILA / CALL. LERIDA;-;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S018142;11/12/2020;15:30;CALL. HIERBABUENA / CALL. ALGODONALES;-;TETUÁN;Alcance;Nublado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S018368;11/12/2020;11:00;CALL. PRINCESA / CALL. PRINCESA;-;MONCLOA-ARAVACA;Caída;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 35 A 39 AÑOS;Mujer;01
2020S018214;11/12/2020;8:30;PLAZA. SAGRADOS CORAZONES / CALL. PADRE DAMIAN;-;CHAMARTÍN;Caída;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Mujer;01
2020S018101;11/12/2020;0:30;CALL. SAN BERNARDO;95;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;02
2020S018268;12/12/2020;8:45;CALL. DOCTOR ESQUERDO / CALL. MONEDA;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;03
2020S018366;13/12/2020;11:10;PQUE. MADRID RIO, +00320I;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S018366;13/12/2020;11:10;PQUE. MADRID RIO, +00320I;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 50 A 54 AÑOS;Hombre;07
2020S018296;13/12/2020;0:20;CALL. SANTA JULIANA / CALL. TENERIFE;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02
2020S018531;15/12/2020;20:05;CALL. ALCALA;201;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07
2020S018647;16/12/2020;12:23;PASEO. EMBARCADERO;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;02
2020S018576;16/12/2020;10:55;PASEO. CASTELLANA;240;CHAMARTÍN;Caída;Nublado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;02
2020S018512;16/12/2020;8:35;AVDA. CANILLEJAS A VICALVARO / AUTOV. M-40;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;06
2020S018505;16/12/2020;8:27;CALL. VITAL AZA / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;04
2020S018634;17/12/2020;21:25;CALL. ALCALA;389;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;
2020S018672;17/12/2020;20:30;CALL. CORDEL DE PAVONES; 18A;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S018672;17/12/2020;20:30;CALL. CORDEL DE PAVONES; 18A;VICÁLVARO;Caída;Despejado;Bicicleta;Peatón;DE 40 A 44 AÑOS;Mujer;14
2020S018633;17/12/2020;17:45;CALL. DON RAMON DE LA CRUZ;29;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Mujer;07
2020S018607;17/12/2020;14:30;GTA. BILBAO;1;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;14
2020S018686;18/12/2020;18:20;CALL. ALCALA / CALL. VALENTIN BEATO;-;SAN BLAS-CANILLEJAS;Caída;Nublado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07
2020S019585;18/12/2020;17:20;AVDA. GRAN VIA DE HORTALEZA / CALL. HARO;-;HORTALEZA;Alcance;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;06
2020S018713;19/12/2020;0:00;AVDA. ALBUFERA;180;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Hombre;14
2020S018890;20/12/2020;16:30;CALL. VIDAUBA;6;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02
2020S018934;20/12/2020;13:25;CALL. ARROYO FONTARRON;24;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07
2020S018925;20/12/2020;11:45;PASEO. INFANTA ISABEL;1;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;07
2020S019476;21/12/2020;10:00;AVDA. MEMORIA, 2 CARRIL BICI FARO MONCLOA;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02
2020S019065;22/12/2020;23:45;PASEO. PRADO / PLAZA. LEALTAD;-;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S019041;22/12/2020;23:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. DULCINEA;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Mujer;07
2020S019021;22/12/2020;17:40;CALL. ALCALA / CALL. TRACIA;-;SAN BLAS-CANILLEJAS;Caída;Nublado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;06
2020S019098;23/12/2020;21:55;CALL. FERRAZ;28;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S019149;24/12/2020;18:35;PASEO. PRADO / PLAZA. MURILLO;-;RETIRO;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;
2020S019106;24/12/2020;0:10;CALL. EMBAJADORES;300;ARGANZUELA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S019219;26/12/2020;15:45;AVDA. CIUDAD DE BARCELONA;2;RETIRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Mujer;01
2020S019219;26/12/2020;15:45;AVDA. CIUDAD DE BARCELONA;2;RETIRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Hombre;14
2020S019571;26/12/2020;13:30;AVDA. LAS FUERZAS ARMADAS / CMNO. MONTORO;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;07
2020S019278;27/12/2020;12:20;PLAZA. LEALTAD;2;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;02
2020S019568;27/12/2020;12:15;CALL. MARIA DE LAS MERCEDES DE BORBON / CALL. MARIA REICHE;-;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;01
2020S019568;27/12/2020;12:15;CALL. MARIA DE LAS MERCEDES DE BORBON / CALL. MARIA REICHE;-;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S019560;28/12/2020;19:30;CALL. PRINCIPE CARLOS;50;HORTALEZA;Caída;;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S019522;29/12/2020;12:50;CALL. BLAS CABRERA;2;LATINA;Colisión múltiple;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S019522;29/12/2020;12:50;CALL. BLAS CABRERA;2;LATINA;Colisión múltiple;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;
2020S019434;30/12/2020;14:15;AVDA. SANTUARIO DE VALVERDE;70;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S019525;30/12/2020;12:00;PASEO. SANTA MARIA DE LA CABEZA;10;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;05
2020S019537;31/12/2020;19:00;CALL. SERRANO;13;SALAMANCA;Alcance;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Mujer;01
2020S019477;31/12/2020;11:25;CALL. VALLEHERMOSO / CALL. LUCIO DEL VALLE;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;14
